id,species_id,version_id,language_id,flavor_text
9999,188,12,9,"It blooms when the weather warms.
It floats in the sky to soak up as
much sunlight as possible."
10000,188,13,9,"It blooms when the weather warms.
It floats in the sky to soak up as
much sunlight as possible."
10001,188,14,9,"It blooms when the weather warms.
It floats in the sky to soak up as
much sunlight as possible."
10002,188,15,9,"The bloom on top of its head opens
and closes as the temperature
fluctuates up and down."
10003,188,16,9,"It spreads its petals to absorb
sunlight. It also floats in the air
to get closer to the sun."
10004,188,17,5,"Il fleurit lorsque les températures
remontent. Il flotte dans le ciel 
pour absorber les rayons du soleil."
10005,188,17,9,"It blooms when the weather warms.
It floats in the sky to soak up as
much sunlight as possible."
10006,188,18,5,"Il fleurit lorsque les températures
remontent. Il flotte dans le ciel 
pour absorber les rayons du soleil."
10007,188,18,9,"It blooms when the weather warms.
It floats in the sky to soak up as
much sunlight as possible."
10008,188,21,9,"It blooms when the weather warms.
It floats in the sky to soak up as
much sunlight as possible."
10009,188,22,9,"It blooms when the weather warms.
It floats in the sky to soak up as
much sunlight as possible."
10010,188,23,1,"あたまのうえに　さいた　ハナは
きおんに　よって　ひらいたり
とじたりする　せいしつを　もつ。"
10011,188,23,3,"머리 위에 핀 꽃은
기온에 따라 펴지거나
오므라드는 성질을 가졌다."
10012,188,23,5,"Le bourgeon sur sa tête s’ouvre et se ferme en
fonction des fluctuations de la température ambiante."
10013,188,23,6,"Temperaturschwankungen veranlassen es, die Blüte
auf seinem Kopf immer zu öffnen oder zu schließen."
10014,188,23,7,"La flor de su cabeza se abre y cierra según suba o
baje la temperatura."
10015,188,23,8,"Il fiore sul capo si apre e si chiude con il continuo
mutare della temperatura corporea."
10016,188,23,9,"The bloom on top of its head opens and closes
as the temperature fluctuates up and down."
10017,188,23,11,"頭の上に　咲いた　花は
気温に　よって　開いたり
閉じたりする　性質を　持つ。"
10018,188,24,1,"たいようの　ひかりを　あびるため
はなびらを　ひろげるだけでなく
ちかづこうと　そらにうかんでしまう。"
10019,188,24,3,"태양의 빛을 잘 받기 위해
꽃잎을 펼칠 뿐만 아니라
가까이 가려고 하늘로 떠올라버린다."
10020,188,24,5,"Il étend ses pétales pour absorber la lumière du soleil.
Il flotte pour se rapprocher du soleil."
10021,188,24,6,"Es öffnet seine Blüte, um Sonnenlicht aufzunehmen.
Es schwebt in der Luft, um der Sonne näher zu sein."
10022,188,24,7,"Abre sus pétalos para absorber la luz solar. También
flota en el aire para estar más cerca del sol."
10023,188,24,8,"Spalanca i petali per assorbire la luce solare.
Fluttua nell’aria per essere più vicino al sole."
10024,188,24,9,"It spreads its petals to absorb sunlight. It also floats
in the air to get closer to the sun."
10025,188,24,11,"太陽の　光を　浴びるため
花びらを　広げるだけでなく
近づこうと　空に　浮かんでしまう。"
10026,188,25,1,"きおんが　１８どを　こえると　はなが　ひらく。
おんどに　より　はなの　ひらきかたが　かわるので
おんどけいの　かわりに　することも　ある。"
10027,188,25,3,"기온이 18도를 넘으면 꽃이 핀다.
온도에 따라 꽃이 피는 모습이 바뀌어서
온도계 대신 쓰기도 한다."
10028,188,25,5,"La fleur de Floravol éclot lorsque la température atteint 18 °C.
L’ouverture de la fleur change en fonction de la température.
Certaines personnes se servent de ce Pokémon comme d’un
thermomètre."
10029,188,25,6,"Hubelupfs Blume beginnt zu blühen, wenn die Temperatur
über 18 °C steigt. Wie weit sich die Blüte öffnet, hängt von
der Höhe der Temperatur ab. Daher wird dieses Pokémon
manchmal als Thermometer eingesetzt."
10030,188,25,7,"Skiploom florece cuando la temperatura llega a 18 °C.
La apertura de los pétalos varía según la temperatura que
haga. Por este motivo, la gente lo usa a veces a modo de
termómetro."
10031,188,25,8,"Il fiore di Skiploom sboccia quando la temperatura sale
oltre i 18 °C. L’apertura del fiore dipende dalla temperatura.
Per questo motivo il Pokémon è usato anche come
termometro."
10032,188,25,9,"Skiploom’s flower blossoms when the temperature rises
above 64 degrees Fahrenheit. How much the flower opens
depends on the temperature. For that reason, this Pokémon
is sometimes used as a thermometer."
10033,188,25,11,"気温が　１８度を　超えると　花が　開く。
温度に　より　花の　開きかたが　変わるので
温度計の　代りに　することも　ある。"
10034,188,26,1,"きおんが　１８どを　こえると　はなが　ひらく。
おんどに　より　はなの　ひらきかたが　かわるので
おんどけいの　かわりに　することも　ある。"
10035,188,26,3,"기온이 18도를 넘으면 꽃이 핀다.
온도에 따라 꽃이 피는 모습이 바뀌어서
온도계 대신 쓰기도 한다."
10036,188,26,5,"La fleur de Floravol éclot lorsque la température atteint 18 °C.
L’ouverture de la fleur change en fonction de la température.
Certaines personnes se servent de ce Pokémon comme d’un
thermomètre."
10037,188,26,6,"Hubelupfs Blume beginnt zu blühen, wenn die Temperatur
über 18 °C steigt. Wie weit sich die Blume öffnet, hängt von
der Temperatur ab. Daher wird dieses Pokémon manchmal
als Thermometer eingesetzt."
10038,188,26,7,"Skiploom florece cuando la temperatura llega a 18 °C.
La apertura de los pétalos varía según la temperatura que
haga. Por este motivo, la gente lo usa a veces a modo de
termómetro."
10039,188,26,8,"Il fiore di Skiploom sboccia quando la temperatura sale
oltre i 18 °C. L’apertura del fiore dipende dalla temperatura.
Per questo motivo il Pokémon è usato anche come
termometro."
10040,188,26,9,"Skiploom’s flower blossoms when the temperature rises
above 64 degrees Fahrenheit. How much the flower opens
depends on the temperature. For that reason, this Pokémon
is sometimes used as a thermometer."
10041,188,26,11,"気温が　１８度を　超えると　花が　開く。
温度に　より　花の　開きかたが　変わるので
温度計の　代りに　することも　ある。"
10042,189,4,9,"Once it catches
the wind, it deft­
ly controls itscotton-puff spores
to float, even
around the world."
10043,189,5,9,"Drifts on seasonal
winds and spreads
its cotton-likespores all over
the world to make
more offspring."
10044,189,6,9,"Even in the fierc­
est wind, it can
control its fluffto make its way to
any place in the
world it wants."
10045,189,7,9,"JUMPLUFF rides warm southern winds to
cross the sea and fly to foreign lands.
The POKéMON descends to the groundwhen it encounters cold air while it is
floating."
10046,189,8,9,"JUMPLUFF rides warm southern winds to
cross the sea and fly to foreign lands.
The POKéMON descends to the groundwhen it encounters cold air while it is
floating."
10047,189,9,9,"JUMPLUFF ride warm southern winds to
cross the sea and fly to foreign lands.
This POKéMON lands when it encounters
cold air while it is floating."
10048,189,10,9,"It drifts on seasonal winds and spreads
its cotton-like spores all over the world 
to make more offspring."
10049,189,11,9,"Once it catches the wind, it deftly
controls its cotton-puff spores to float,
even around the world."
10050,189,12,9,"Blown by seasonal winds, it
circles the globe, scattering
cotton spores as it goes."
10051,189,13,9,"Blown by seasonal winds, it
circles the globe, scattering
cotton spores as it goes."
10052,189,14,9,"Blown by seasonal winds, it
circles the globe, scattering
cotton spores as it goes."
10053,189,15,9,"Once it catches the wind, it deftly
controls its cotton-puff spores--
it can even float around the world."
10054,189,16,9,"Drifts on seasonal winds and spreads
its cotton-like spores all over
the world to make more offspring."
10055,189,17,5,"Poussé par les vents saisonniers,
il fait le tour du globe en semant
des spores de coton."
10056,189,17,9,"Blown by seasonal winds, it
circles the globe, scattering
cotton spores as it goes."
10057,189,18,5,"Poussé par les vents saisonniers,
il fait le tour du globe en semant
des spores de coton."
10058,189,18,9,"Blown by seasonal winds, it
circles the globe, scattering
cotton spores as it goes."
10059,189,21,9,"Blown by seasonal winds, it
circles the globe, scattering
cotton spores as it goes."
10060,189,22,9,"Blown by seasonal winds, it
circles the globe, scattering
cotton spores as it goes."
10061,189,23,1,"きせつふうに　ながされて
せかいを　いっしゅうしてしまう。
とちゅうで　わたほうしを　ばらまく。"
10062,189,23,3,"계절풍에 날려서
세계 일주를 해 버린다.
도중에 솜 포자를 흩뿌린다."
10063,189,23,5,"Poussé par les vents saisonniers, il fait le tour
du globe en semant des spores de coton."
10064,189,23,6,"Es lässt sich von den Winden um den Globus tragen
und verteilt auf seinem Flug Baumwollsamen."
10065,189,23,7,"Los vientos estacionales lo llevan por todo el mundo,
donde va soltando sus esporas."
10066,189,23,8,"Sospinto dai venti stagionali, gira intorno al globo
sparpagliando i suoi semi simili al cotone."
10067,189,23,9,"Blown by seasonal winds, it circles the globe,
scattering cotton spores as it goes."
10068,189,23,11,"季節風に　流されて
世界を　１周してしまう。
途中で　綿胞子を　ばらまく。"
10069,189,24,1,"どんな　かぜに　あおられても
わたげを　じざいに　あやつって
せかいの　すきなところへ　いける。"
10070,189,24,3,"어떤 바람이 불더라도
솜털을 자유자재로 조종하여
세계의 좋아하는 곳으로 갈 수 있다."
10071,189,24,5,"Même sous un vent très violent, il contrôle sa
destination en bougeant ses appendices."
10072,189,24,6,"Auch im stärksten Wind kann es kontrollieren,
wo seine Saat auf dem Erdball niedergehen soll."
10073,189,24,7,"Aunque sople el viento más fuerte, es capaz de
controlar los pompones y moverse por donde quiera."
10074,189,24,8,"Anche nel vento forte controlla abilmente il suo
batuffolo per volare in ogni parte del mondo."
10075,189,24,9,"Even in the fiercest wind, it can control its fluff to
make its way to any place in the world it wants."
10076,189,24,11,"どんな　風に　あおられても
綿毛を　自在に　操って
世界の　好きなところへ　行ける。"
10077,189,25,1,"あたたかい　 な かぜに　のって　う を　こえ
がいこくまで　とんでいってしまう　ポケモン。
つめたい　くうきに　ふれると　じめんに　おりる。"
10078,189,25,3,"따뜻한 남풍을 타고 바다를 건너
외국까지 날아가는 포켓몬이다.
차가운 공기에 닿으면 땅에 내려온다."
10079,189,25,5,"Cotovol traverse la mer, porté par les vents, pour découvrir
de nouveaux territoires. Ce Pokémon se rapproche du sol
quand le vent est trop froid."
10080,189,25,6,"Papungha nutzt den Südwind, um das Meer zu überqueren und
in ferne Länder zu fliegen. Dieses Pokémon sinkt zu Boden,
wenn es während seines Fluges auf kalte Luftschichten stößt."
10081,189,25,7,"Jumpluff se vale de los cálidos vientos del sur para volar a
tierras lejanas. Si llega a zonas de aire frío en pleno vuelo,
descenderá y tomará tierra."
10082,189,25,8,"Jumpluff si affida alle correnti d’aria calda per attraversare
il mare e volare verso terre lontane. Questo Pokémon
ridiscende a terra quando incontra una corrente fredda
mentre fluttua."
10083,189,25,9,"Jumpluff rides warm southern winds to cross the sea and fly to
foreign lands. The Pokémon descends to the ground when it
encounters cold air while it is floating."
10084,189,25,11,"暖かい　南風に　乗って　海を　越え
外国まで　飛んでいってしまう　ポケモン。
冷たい　空気に　触れると　地面に　降りる。"
10085,189,26,1,"あたたかい　 な かぜに　のって　う を　こえ
がいこくまで　とんでいってしまう　ポケモン。
つめたい　くうきに　ふれると　じめんに　おりる。"
10086,189,26,3,"따뜻한 남풍을 타고 바다를 건너
외국까지 날아가는 포켓몬이다.
차가운 공기에 닿으면 땅에 내려온다."
10087,189,26,5,"Cotovol traverse la mer, porté par les vents, pour découvrir
de nouveaux territoires. Ce Pokémon se rapproche du sol
quand le vent est trop froid."
10088,189,26,6,"Papungha nutzt den Südwind, um das Meer zu überqueren und
in ferne Länder zu fliegen. Dieses Pokémon sinkt zu Boden,
wenn es während seines Fluges auf kalte Luftschichten stößt."
10089,189,26,7,"Jumpluff se vale de los cálidos vientos del sur para volar a
tierras lejanas. Si llega a zonas de aire frío en pleno vuelo,
descenderá y tomará tierra."
10090,189,26,8,"Jumpluff si affida alle correnti d’aria calda per attraversare
il mare e volare verso terre lontane. Questo Pokémon
ridiscende a terra quando incontra una corrente fredda
mentre fluttua."
10091,189,26,9,"Jumpluff rides warm southern winds to cross the sea and fly to
foreign lands. The Pokémon descends to the ground when it
encounters cold air while it is floating."
10092,189,26,11,"暖かい　南風に　乗って　海を　越え
外国まで　飛んでいってしまう　ポケモン。
冷たい　空気に　触れると　地面に　降りる。"
10093,190,4,9,"Its tail is so
powerful that it
can use it to graba tree branch and
hold itself up in
the air."
10094,190,5,9,"It lives atop tall
trees. When leap­
ing from branchto branch, it
deftly uses its
tail for balance."
10095,190,6,9,"It uses its tail
to hang on to tree
branches. It usesits momentum to
swing from one
branch to another."
10096,190,7,9,"AIPOM’s tail ends in a hand-like
appendage that can be cleverly
manipulated.However, because the POKéMON uses its
tail so much, its real hands have become
rather clumsy."
10097,190,8,9,"AIPOM’s tail ends in a hand-like
appendage that can be cleverly
manipulated.However, because the POKéMON uses its
tail so much, its real hands have become
rather clumsy."
10098,190,9,9,"Its tail ends with a dexterous, handlike
appendage. However, because it uses the
tail so much, AIPOM’s real hands have
become rather clumsy."
10099,190,10,9,"It lives atop tall trees. When leaping
from branch to branch, it deftly uses its
tail for balance."
10100,190,11,9,"Its tail is so powerful that it can use it
to grab a tree branch and hold itself up
in the air."
10101,190,12,9,"It uses its tail to pluck fruits
that are out of reach. Its tail is
more adept than its real hands."
10102,190,13,9,"It lives atop giant trees.
It wraps its tail around a branch
so it won’t fall off while asleep."
10103,190,14,9,"It lives high among the treetops.
It can use its tail as freely and
cleverly as its hands."
10104,190,15,9,"Its tail is so powerful that it can
use it to grab a tree branch and
hold itself up in the air."
10105,190,16,9,"It lives atop tall trees. When
leaping from branch to branch, it
deftly uses its tail for balance."
10106,190,17,5,"Sa queue est aussi agile que ses
mains. Il vit en haut des grands
arbres."
10107,190,17,9,"It lives high among the treetops.
It can use its tail as freely and
cleverly as its hands."
10108,190,18,5,"Sa queue est aussi agile que ses
mains. Il vit en haut des grands
arbres."
10109,190,18,9,"It lives high among the treetops.
It can use its tail as freely and
cleverly as its hands."
10110,190,21,9,"It lives high among the treetops.
It can use its tail as freely and
cleverly as its hands."
10111,190,22,9,"It lives high among the treetops.
It can use its tail as freely and
cleverly as its hands."
10112,190,23,1,"たかい　きの　うえで　くらしている。
えだから　えだへ　とびうつるとき
しっぽで　たくみに　バランスをとる。"
10113,190,23,3,"높은 나무 위에서 살고 있다.
나뭇가지에서 가지로 건너뛸 때
꼬리로 능숙하게 밸런스를 잡는다."
10114,190,23,5,"Il vit sur les plus hautes cimes. Sautant de branche
en branche, sa queue lui assure un bon équilibre."
10115,190,23,6,"Es lebt in den Kronen großer Bäume. Es hüpft von
Ast zu Ast und balanciert mit seinem Schweif."
10116,190,23,7,"Vive en lo alto de los árboles. Cuando salta de rama
en rama, usa su cola para equilibrarse."
10117,190,23,8,"Vive in cima agli alberi più alti. Usando abilmente
la coda, mantiene l’equilibrio quando salta di ramo
in ramo."
10118,190,23,9,"It lives atop tall trees. When leaping from branch to
branch, it deftly uses its tail for balance."
10119,190,23,11,"高い　木の上で　暮らしている。
枝から　枝へ　飛び移るとき
尻尾で　巧みに　バランスをとる。"
10120,190,24,1,"ちからづよい　しっぽだけで
きの　えだに　ぶらさがって
からだを　ささえることが　できる。"
10121,190,24,3,"힘이 센 꼬리만으로
나뭇가지에 매달려서
몸을 지탱할 수 있다."
10122,190,24,5,"Sa queue est si forte qu’il peut l’utiliser pour se
suspendre aux branches des arbres."
10123,190,24,6,"Sein Schweif ist so kräftig, dass es sich stundenlang
damit an einem Ast in der Luft halten kann."
10124,190,24,7,"Su cola es tan potente que puede usarla para
agarrarse a la rama de un árbol y no caer."
10125,190,24,8,"La sua coda è così forte che può appendersi a un
albero e rimanere sospeso."
10126,190,24,9,"Its tail is so powerful that it can use it to grab a
tree branch and hold itself up in the air."
10127,190,24,11,"力強い　尻尾だけで
木の枝に　ぶら下がって
体を　支えることが　できる。"
10128,190,25,1,"きように　うごく　しっぽの　さきを　てのひらの
かわりに　つかっていたら　はんたいに　りょうてが
ぶきように　なってしまった　ポケモンだ。"
10129,190,25,3,"능숙하게 움직이는 꼬리 끝을 손바닥
대신 사용하다 보니 반대로 양손이
둔해져 버린 포켓몬이다."
10130,190,25,5,"L’extrémité de la queue de Capumain ressemble à une main
et peut être utilisée de façon ingénieuse. Malheureusement,
ce Pokémon utilise tellement sa queue que ses véritables
mains sont devenues très maladroites."
10131,190,25,6,"An Griffels Schweif befindet sich ein handähnliches Anhängsel,
mit dem es geschickt zu Werke gehen kann. Da dieses
Pokémon sehr häufig seinen Schweif einsetzt, wirken seine
Hände eher plump."
10132,190,25,7,"La cola de Aipom termina en una especie de mano a la que,
con un poco de cabeza, se le puede dar muy buen uso. Pero
hay un problema: como se ha acostumbrado a usarla mucho,
las de verdad se le han vuelto algo torponas."
10133,190,25,8,"La coda di Aipom termina in un’appendice a forma di mano
dotata di grande abilità. Tuttavia, poiché il Pokémon usa
così tanto la coda, le sue vere mani sono diventate molto
maldestre."
10134,190,25,9,"Aipom’s tail ends in a hand-like appendage that can be cleverly
manipulated. However, because the Pokémon uses its tail so
much, its real hands have become rather clumsy."
10135,190,25,11,"器用に　動く　尻尾の　先を　手のひらの
代りに　使っていたら　反対に　両手が
不器用に　なってしまった　ポケモンだ。"
10136,190,26,1,"きように　うごく　しっぽの　さきを　てのひらの
かわりに　つかっていたら　はんたいに　りょうてが
ぶきように　なってしまった　ポケモンだ。"
10137,190,26,3,"능숙하게 움직이는 꼬리 끝을 손바닥
대신 사용하다 보니 반대로 양손이
둔해져 버린 포켓몬이다."
10138,190,26,5,"L’extrémité de la queue de Capumain ressemble à une main
et peut être utilisée de façon ingénieuse. Malheureusement,
ce Pokémon utilise tellement sa queue que ses véritables
mains sont devenues très maladroites."
10139,190,26,6,"An Griffels Schweif befindet sich ein handähnliches Anhängsel,
mit dem es geschickt zu Werke gehen kann. Da dieses
Pokémon sehr häufig seinen Schweif einsetzt, wirken seine
Hände eher plump."
10140,190,26,7,"La cola de Aipom termina en una especie de mano a la que,
con un poco de cabeza, se le puede dar muy buen uso. Pero
hay un problema: como se ha acostumbrado a usarla mucho,
las de verdad se le han vuelto algo torponas."
10141,190,26,8,"La coda di Aipom termina in un’appendice a forma di mano
dotata di grande abilità. Tuttavia, poiché il Pokémon usa
così tanto la coda, le sue vere mani sono diventate molto
maldestre."
10142,190,26,9,"Aipom’s tail ends in a hand-like appendage that can be cleverly
manipulated. However, because the Pokémon uses its tail so
much, its real hands have become rather clumsy."
10143,190,26,11,"器用に　動く　尻尾の　先を　手のひらの
代りに　使っていたら　反対に　両手が
不器用に　なってしまった　ポケモンだ。"
10144,191,4,9,"It may drop out of
the sky suddenly.
If attacked by aSPEAROW, it will
violently shake
its leaves."
10145,191,5,9,"It lives by drink­
ing only dewdrops
from under theleaves of plants.
It is said that it
eats nothing else."
10146,191,6,9,"It is very weak.
Its only means of
defense is toshake its leaves
desperately at its
attacker."
10147,191,7,9,"SUNKERN tries to move as little as it
possibly can. It does so because it
tries to conserve all the nutrients ithas stored in its body for its
evolution. It will not eat a thing, 
subsisting only on morning dew."
10148,191,8,9,"SUNKERN tries to move as little as it
possibly can. It does so because it
tries to conserve all the nutrients ithas stored in its body for its
evolution. It will not eat a thing, 
subsisting only on morning dew."
10149,191,9,9,"SUNKERN try to minimize movement to
conserve the nutrients they have stored
in their bodies for evolution. They will
not eat, subsisting only on morning dew."
10150,191,10,9,"It lives by drinking only dewdrops from
under the leaves of plants. It is said
that it eats nothing else."
10151,191,11,9,"It may drop out of the sky suddenly.
If attacked by a SPEAROW, it will
violently shake its leaves."
10152,191,12,9,"It suddenly falls out of the sky in
the morning. A year after a cold
summer, their population explodes."
10153,191,13,9,"It suddenly falls out of the sky in
the morning. A year after a cold
summer, their population explodes."
10154,191,14,9,"It suddenly falls out of the sky in
the morning. A year after a cold
summer, their population explodes."
10155,191,15,9,"It may plummet from the sky.
If attacked by a SPEAROW,
it will violently shake its leaves."
10156,191,16,9,"It lives by drinking only dewdrops
from under the leaves of plants.
It is said that it eats nothing else."
10157,191,17,5,"Il tombe du ciel sans crier gare en
matinée. On en croise énormément 
l’année suivant un été froid."
10158,191,17,9,"It suddenly falls out of the sky in
the morning. A year after a cold
summer, their population explodes."
10159,191,18,5,"Il tombe du ciel sans crier gare en
matinée. On en croise énormément 
l’année suivant un été froid."
10160,191,18,9,"It suddenly falls out of the sky in
the morning. A year after a cold
summer, their population explodes."
10161,191,21,9,"It suddenly falls out of the sky in
the morning. Knowing it’s weak, it
simply feeds until it evolves."
10162,191,22,9,"It suddenly falls out of the sky in
the morning. Knowing it’s weak, it
simply feeds until it evolves."
10163,191,23,1,"あるあさ　とつぜん　ふってくる。
オニスズメに　おそわれると　はっぱを
はげしく　ふって　おいはらう。"
10164,191,23,3,"어느 날 아침 갑자기 떨어진다.
깨비참에게 습격당하면 잎사귀를
세차게 흔들어서 쫓아 버린다."
10165,191,23,5,"Il tombe du ciel soudainement. S’il est attaqué par
un Piafabec, il secoue violemment ses feuilles."
10166,191,23,6,"Manchmal fällt es plötzlich vom Himmel. Wird es
von Habitak angegriffen, schüttelt es seine Blätter."
10167,191,23,7,"Puede caer del cielo de repente. Si le ataca un
Spearow, moverá violentamente sus hojas."
10168,191,23,8,"Piomba dall’alto improvvisamente. Se è attaccato
da uno Spearow, agita violentemente le foglie."
10169,191,23,9,"It may plummet from the sky. If attacked by a
Spearow, it will violently shake its leaves."
10170,191,23,11,"ある朝　突然　降ってくる。
オニスズメに　襲われると　葉っぱを
激しく　振って　追い払う。"
10171,191,24,1,"はっぱの　うらがわに　たまった
あさつゆ　だけを　のんで　くらす。
ほかには　なにも　たべないという。"
10172,191,24,3,"나뭇잎의 뒷면에 모인
이슬만을 먹고 산다. 그 밖에는
아무것도 먹지 않는다고 한다."
10173,191,24,5,"Il vit en buvant la rosée sur les feuilles. On dit qu’il ne
peut rien avaler d’autre."
10174,191,24,6,"Es ernährt sich ausschließlich von den Tautropfen,
die von den Blättern über ihm hinabfallen."
10175,191,24,7,"Se alimenta del rocío que hay sobre las hojas de las
plantas. Dicen que no come nada más."
10176,191,24,8,"Vive nutrendosi delle gocce di rugiada che cadono
dalle foglie delle piante. Pare che non mangi altro."
10177,191,24,9,"It lives by drinking only dewdrops from under the
leaves of plants. It is said that it eats nothing else."
10178,191,24,11,"葉っぱの　裏側に　たまった
朝露だけを　飲んで　暮らす。
他には　なにも　食べないという。"
10179,191,25,1,"からだに　ためた　えいようは　しんかの　ときまで
とっておくため　ほとんど　うごこうとしない。
なにも　たべずに　あさつゆ　だけを　のんでいる。"
10180,191,25,3,"몸에 모은 영양을 진화할 때까지
간직하기 위해 거의 움직이려 하지 않는다.
아무것도 먹지 않고 아침 이슬만 마시고 있다."
10181,191,25,5,"Tournegrin essaie de bouger le moins possible. C’est parce
qu’il veut conserver tous les nutriments qu’il stocke dans son
corps pour son évolution. Il ne mange pas, ne subsistant que
grâce à la rosée matinale."
10182,191,25,6,"Sonnkern versucht, sich so wenig wie möglich zu bewegen,
um alle gespeicherten Nährstoffe für seine Entwicklung
aufzusparen. Außer Morgentau nimmt es nichts weiter zu sich."
10183,191,25,7,"Sunkern intenta moverse lo menos posible para conservar
todos los nutrientes que ha guardado en su interior y poder
evolucionar. Ni come siquiera; se alimenta solo del rocío de
la mañana."
10184,191,25,8,"Sunkern cerca di muoversi il meno possibile per preservare
le sostanze nutritive che ha immagazzinato nel corpo
per la sua evoluzione. Non mangia nulla, si nutre solo
di rugiada mattutina."
10185,191,25,9,"Sunkern tries to move as little as it possibly can. It does so
because it tries to conserve all the nutrients it has stored in its
body for its evolution. It will not eat a thing, subsisting only on
morning dew."
10186,191,25,11,"体に　ためた　栄養は　進化の　ときまで
取っておくため　ほとんど　動こうとしない。
なにも　食べずに　朝露　だけを　飲んでいる。"
10187,191,26,1,"からだに　ためた　えいようは　しんかの　ときまで
とっておくため　ほとんど　うごこうとしない。
なにも　たべずに　あさつゆ　だけを　のんでいる。"
10188,191,26,3,"몸에 모은 영양을 진화할 때까지
간직하기 위해 거의 움직이려 하지 않는다.
아무것도 먹지 않고 아침 이슬만 마시고 있다."
10189,191,26,5,"Tournegrin essaie de bouger le moins possible. C’est parce
qu’il veut conserver tous les nutriments qu’il stocke dans son
corps pour son évolution. Il ne mange pas, ne subsistant que
grâce à la rosée matinale."
10190,191,26,6,"Sonnkern versucht, sich so wenig wie möglich zu bewegen,
um alle gespeicherten Nährstoffe für seine Entwicklung
aufzusparen. Außer Morgentau nimmt es nichts weiter zu sich."
10191,191,26,7,"Sunkern intenta moverse lo menos posible para conservar
todos los nutrientes que ha guardado en su interior y poder
evolucionar. Ni come siquiera; se alimenta solo del rocío de
la mañana."
10192,191,26,8,"Sunkern cerca di muoversi il meno possibile per preservare
le sostanze nutritive che ha immagazzinato nel corpo
per la sua evoluzione. Non mangia nulla, si nutre solo
di rugiada mattutina."
10193,191,26,9,"Sunkern tries to move as little as it possibly can. It does so
because it tries to conserve all the nutrients it has stored in its
body for its evolution. It will not eat a thing, subsisting only on
morning dew."
10194,191,26,11,"体に　ためた　栄養は　進化の　ときまで
取っておくため　ほとんど　動こうとしない。
なにも　食べずに　朝露　だけを　飲んでいる。"
10195,192,4,9,"It converts sun­
light into energy.
In the darknessafter sunset, it
closes its petals
and becomes still."
10196,192,5,9,"In the daytime, it
rushes about in a
hectic manner, butit comes to a com­
plete stop when
the sun sets."
10197,192,6,9,"As the hot season
approaches, the
petals on thisPOKéMON's face
become more vivid
and lively."
10198,192,7,9,"SUNFLORA converts solar energy into
nutrition. It moves around actively in
the daytime when it is warm.It stops moving as soon as the sun goes
down for the night."
10199,192,8,9,"SUNFLORA converts solar energy into
nutrition. It moves around actively in
the daytime when it is warm.It stops moving as soon as the sun goes
down for the night."
10200,192,9,9,"SUNFLORA convert solar energy into
nutrition. They are highly active in the
warm daytime but suddenly stop moving as
soon as the sun sets."
10201,192,10,9,"In the daytime, it rushes about in a
hectic manner, but it comes to a complete
stop when the sun sets."
10202,192,11,9,"It converts sunlight into energy. In the
darkness after sunset, it closes its petals
and becomes still."
10203,192,12,9,"It gets energy from warm sunlight
and is known for its habit of
moving in pursuit of it."
10204,192,13,9,"It gets energy from warm sunlight
and is known for its habit of
moving in pursuit of it."
10205,192,14,9,"It gets energy from warm sunlight
and is known for its habit of
moving in pursuit of it."
10206,192,15,9,"It converts sunlight into energy.
In the darkness after sunset, it
closes its petals and becomes still."
10207,192,16,9,"In the daytime, it rushes about in a
hectic manner, but it comes to a
complete stop when the sun sets."
10208,192,17,5,"Les rayons du soleil lui donnent de
l’énergie. Il est connu pour migrer
vers les régions ensoleillées."
10209,192,17,9,"It gets energy from warm sunlight
and is known for its habit of
moving in pursuit of it."
10210,192,18,5,"Les rayons du soleil lui donnent de
l’énergie. Il est connu pour migrer
vers les régions ensoleillées."
10211,192,18,9,"It gets energy from warm sunlight
and is known for its habit of
moving in pursuit of it."
10212,192,21,9,"Since it converts sunlight
into energy, it is always looking
in the direction of the sun."
10213,192,22,9,"Since it converts sunlight
into energy, it is always looking
in the direction of the sun."
10214,192,23,1,"あつい　きせつが　ちかづくと
かおの　はなびらは　あざやかになり
かっぱつに　うごくようになる。"
10215,192,23,3,"더운 계절이 다가오면
얼굴의 꽃잎이 선명해지고
활발하게 움직이게 된다."
10216,192,23,5,"À l’approche des beaux jours, les pétales entourant
sa tête deviennent plus chatoyants."
10217,192,23,6,"Steht der Sommer bevor, werden die Blätter um
das Gesicht dieses Pokémon aktiv und lebhaft."
10218,192,23,7,"A medida que se acerca el verano, va adquiriendo un
color más vivo e intenso en los pétalos de la cara."
10219,192,23,8,"Con l’avvicinarsi della bella stagione, i suoi petali si
fanno più vivi e splendenti."
10220,192,23,9,"As the hot season approaches, the petals on this
Pokémon’s face become more vivid and lively."
10221,192,23,11,"暑い　季節が　近づくと
顔の　花びらは　鮮やかになり
活発に　動くようになる。"
10222,192,24,1,"あたたかい　ひざしが　エネルギー。
たいようを　おいかけて　いどうする
しゅうせいで　しられている。"
10223,192,24,3,"따뜻한 햇살이 에너지다.
태양을 쫓아 이동하는
습성으로 알려져 있다."
10224,192,24,5,"Les rayons du soleil lui donnent de l’énergie. Il est
connu pour migrer vers les régions ensoleillées."
10225,192,24,6,"Warmes Sonnenlicht gibt ihm Energie. Daher wandert
es stets dem Sonnenlicht hinterher."
10226,192,24,7,"Obtiene energía de la luz solar. Este Pokémon es
famoso por su heliotropismo."
