id,pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order
109671,151,15,59,4,0,
109672,151,15,63,4,0,
109673,151,15,70,4,0,
109674,151,15,76,4,0,
109675,151,15,85,4,0,
109676,151,15,86,4,0,
109677,151,15,87,4,0,
109678,151,15,89,4,0,
109679,151,15,91,4,0,
109680,151,15,92,4,0,
109681,151,15,94,1,30,
109682,151,15,94,4,0,
109683,151,15,104,4,0,
109684,151,15,112,1,40,
109685,151,15,113,4,0,
109686,151,15,115,4,0,
109687,151,15,118,1,20,
109688,151,15,126,4,0,
109689,151,15,127,4,0,
109690,151,15,133,1,60,
109691,151,15,138,4,0,
109692,151,15,144,1,1,3
109693,151,15,148,4,0,
109694,151,15,153,4,0,
109695,151,15,156,4,0,
109696,151,15,157,4,0,
109697,151,15,164,4,0,
109698,151,15,168,4,0,
109699,151,15,182,4,0,
109700,151,15,188,4,0,
109701,151,15,201,4,0,
109702,151,15,206,4,0,
109703,151,15,207,4,0,
109704,151,15,211,4,0,
109705,151,15,213,4,0,
109706,151,15,214,4,0,
109707,151,15,216,4,0,
109708,151,15,218,4,0,
109709,151,15,219,4,0,
109710,151,15,226,1,80,
109711,151,15,237,4,0,
109712,151,15,240,4,0,
109713,151,15,241,4,0,
109714,151,15,244,4,0,
109715,151,15,246,1,50,
109716,151,15,247,4,0,
109717,151,15,249,4,0,
109718,151,15,258,4,0,
109719,151,15,259,4,0,
109720,151,15,261,4,0,
109721,151,15,263,4,0,
109722,151,15,267,4,0,
109723,151,15,269,4,0,
109724,151,15,280,4,0,
109725,151,15,315,4,0,
109726,151,15,317,4,0,
109727,151,15,332,4,0,
109728,151,15,337,4,0,
109729,151,15,339,4,0,
109730,151,15,347,4,0,
109731,151,15,355,4,0,
109732,151,15,360,4,0,
109733,151,15,369,4,0,
109734,151,15,371,4,0,
109735,151,15,373,4,0,
109736,151,15,374,4,0,
109737,151,15,382,1,70,
109738,151,15,396,1,100,
109739,151,15,397,4,0,
109740,151,15,398,4,0,
109741,151,15,399,4,0,
109742,151,15,404,4,0,
109743,151,15,411,4,0,
109744,151,15,412,4,0,
109745,151,15,416,4,0,
109746,151,15,417,1,90,
109747,151,15,421,4,0,
109748,151,15,430,4,0,
109749,151,15,433,4,0,
109750,151,15,444,4,0,
109751,151,15,447,4,0,
109752,151,15,451,4,0,
109753,151,15,468,4,0,
109754,151,15,473,4,0,
109755,151,15,474,4,0,
109756,151,15,479,4,0,
109757,151,15,482,4,0,
109758,151,15,488,4,0,
109759,151,15,490,4,0,
109760,151,15,496,4,0,
109761,151,15,497,4,0,
109762,151,15,503,4,0,
109763,151,15,507,4,0,
109764,151,15,510,4,0,
109765,151,15,511,4,0,
109766,151,15,512,4,0,
109767,151,15,513,1,1,2
109768,151,15,514,4,0,
109769,151,15,521,4,0,
109770,151,15,522,4,0,
109771,151,15,523,4,0,
109772,151,15,524,4,0,
109773,151,15,525,4,0,
109774,151,15,528,4,0,
109775,151,15,555,4,0,
109776,151,15,590,4,0,
109777,151,15,605,4,0,
109778,151,15,611,4,0,
109779,151,15,612,4,0,
109780,151,16,1,1,1,1
109781,151,16,5,1,10,1
109782,151,16,7,3,0,
109783,151,16,8,3,0,
109784,151,16,9,3,0,
109785,151,16,14,4,0,
109786,151,16,15,4,0,
109787,151,16,19,4,0,
109788,151,16,20,3,0,
109789,151,16,46,4,0,
109790,151,16,53,4,0,
109791,151,16,57,4,0,
109792,151,16,58,4,0,
109793,151,16,59,4,0,
109794,151,16,63,4,0,
109795,151,16,67,3,0,
109796,151,16,70,4,0,
109797,151,16,76,4,0,
109798,151,16,85,4,0,
109799,151,16,86,4,0,
109800,151,16,87,4,0,
109801,151,16,89,4,0,
109802,151,16,91,4,0,
109803,151,16,92,4,0,
109804,151,16,94,1,30,1
109805,151,16,94,4,0,
109806,151,16,104,4,0,
109807,151,16,112,1,40,1
109808,151,16,113,4,0,
109809,151,16,115,4,0,
109810,151,16,118,1,20,1
109811,151,16,126,4,0,
109812,151,16,127,4,0,
109813,151,16,133,1,60,1
109814,151,16,138,4,0,
109815,151,16,143,3,0,
109816,151,16,144,1,1,3
109817,151,16,148,4,0,
109818,151,16,153,4,0,
109819,151,16,156,4,0,
109820,151,16,157,4,0,
109821,151,16,162,3,0,
109822,151,16,164,4,0,
109823,151,16,168,4,0,
109824,151,16,173,3,0,
109825,151,16,180,3,0,
109826,151,16,182,4,0,
109827,151,16,188,4,0,
109828,151,16,196,3,0,
109829,151,16,200,3,0,
109830,151,16,201,4,0,
109831,151,16,202,3,0,
109832,151,16,206,4,0,
109833,151,16,207,4,0,
109834,151,16,211,4,0,
109835,151,16,213,4,0,
109836,151,16,214,4,0,
109837,151,16,215,3,0,
109838,151,16,216,4,0,
109839,151,16,218,4,0,
109840,151,16,219,4,0,
109841,151,16,220,3,0,
109842,151,16,226,1,80,1
109843,151,16,231,3,0,
109844,151,16,235,3,0,
109845,151,16,237,4,0,
109846,151,16,240,4,0,
109847,151,16,241,4,0,
109848,151,16,244,4,0,
109849,151,16,246,1,50,1
109850,151,16,247,4,0,
109851,151,16,249,4,0,
109852,151,16,253,3,0,
109853,151,16,257,3,0,
109854,151,16,258,4,0,
109855,151,16,259,4,0,
109856,151,16,261,4,0,
109857,151,16,263,4,0,
109858,151,16,264,3,0,
109859,151,16,267,4,0,
109860,151,16,269,4,0,
109861,151,16,270,3,0,
109862,151,16,271,3,0,
109863,151,16,272,3,0,
109864,151,16,276,3,0,
109865,151,16,277,3,0,
109866,151,16,278,3,0,
109867,151,16,280,4,0,
109868,151,16,282,3,0,
109869,151,16,283,3,0,
109870,151,16,285,3,0,
109871,151,16,289,3,0,
109872,151,16,290,4,0,
109873,151,16,291,4,0,
109874,151,16,304,3,0,
109875,151,16,315,4,0,
109876,151,16,317,4,0,
109877,151,16,324,3,0,
109878,151,16,332,4,0,
109879,151,16,334,3,0,
109880,151,16,335,3,0,
109881,151,16,337,4,0,
109882,151,16,339,4,0,
109883,151,16,340,3,0,
109884,151,16,343,3,0,
109885,151,16,347,4,0,
109886,151,16,351,3,0,
109887,151,16,352,3,0,
109888,151,16,355,4,0,
109889,151,16,356,3,0,
109890,151,16,360,4,0,
109891,151,16,366,3,0,
109892,151,16,369,4,0,
109893,151,16,371,4,0,
109894,151,16,373,4,0,
109895,151,16,374,4,0,
109896,151,16,380,3,0,
109897,151,16,382,1,70,1
109898,151,16,387,3,0,
109899,151,16,388,3,0,
109900,151,16,393,3,0,
109901,151,16,396,1,100,1
109902,151,16,397,4,0,
109903,151,16,398,4,0,
109904,151,16,399,4,0,
109905,151,16,401,3,0,
109906,151,16,402,3,0,
109907,151,16,404,4,0,
109908,151,16,406,3,0,
109909,151,16,409,3,0,
109910,151,16,411,4,0,
109911,151,16,412,4,0,
109912,151,16,414,3,0,
109913,151,16,416,4,0,
109914,151,16,417,1,90,1
109915,151,16,421,4,0,
109916,151,16,428,3,0,
109917,151,16,430,4,0,
109918,151,16,433,4,0,
109919,151,16,441,3,0,
109920,151,16,442,3,0,
109921,151,16,444,4,0,
109922,151,16,446,3,0,
109923,151,16,447,4,0,
109924,151,16,450,3,0,
109925,151,16,451,4,0,
109926,151,16,468,4,0,
109927,151,16,472,3,0,
109928,151,16,473,4,0,
109929,151,16,474,4,0,
109930,151,16,478,3,0,
109931,151,16,479,4,0,
109932,151,16,482,4,0,
109933,151,16,488,4,0,
109934,151,16,490,4,0,
109935,151,16,492,3,0,
109936,151,16,495,3,0,
109937,151,16,496,4,0,
109938,151,16,497,4,0,
109939,151,16,503,4,0,
109940,151,16,507,4,0,
109941,151,16,510,4,0,
109942,151,16,511,4,0,
109943,151,16,512,4,0,
109944,151,16,513,1,1,2
109945,151,16,514,4,0,
109946,151,16,521,4,0,
109947,151,16,522,4,0,
109948,151,16,523,4,0,
109949,151,16,524,4,0,
109950,151,16,525,4,0,
109951,151,16,527,3,0,
109952,151,16,528,4,0,
109953,151,16,529,3,0,
109954,151,16,530,3,0,
109955,151,16,555,4,0,
109956,151,16,590,4,0,
109957,151,16,605,4,0,
109958,151,16,611,4,0,
109959,151,16,612,4,0,
109960,152,3,15,4,0,
109961,152,3,22,2,0,
109962,152,3,29,4,0,
109963,152,3,33,1,1,1
109964,152,3,34,1,29,
109965,152,3,45,1,1,2
109966,152,3,68,2,0,
109967,152,3,73,2,0,
109968,152,3,75,1,8,
109969,152,3,76,1,50,
109970,152,3,76,4,0,
109971,152,3,77,1,15,
109972,152,3,92,4,0,
109973,152,3,104,4,0,
109974,152,3,113,1,36,
109975,152,3,115,1,12,
109976,152,3,148,4,0,
109977,152,3,156,4,0,
109978,152,3,173,4,0,
109979,152,3,174,4,0,
109980,152,3,175,2,0,
109981,152,3,182,4,0,
109982,152,3,189,4,0,
109983,152,3,197,4,0,
109984,152,3,202,4,0,
109985,152,3,203,4,0,
109986,152,3,207,4,0,
109987,152,3,213,4,0,
109988,152,3,214,4,0,
109989,152,3,216,4,0,
109990,152,3,218,4,0,
109991,152,3,219,1,43,
109992,152,3,230,4,0,
109993,152,3,231,4,0,
109994,152,3,235,1,22,
109995,152,3,237,4,0,
109996,152,3,241,4,0,
109997,152,3,246,2,0,
109998,152,4,14,2,0,
109999,152,4,15,4,0,
110000,152,4,22,2,0,
110001,152,4,29,4,0,
110002,152,4,33,1,1,1
110003,152,4,34,1,29,
110004,152,4,45,1,1,2
110005,152,4,68,2,0,
110006,152,4,73,2,0,
110007,152,4,75,1,8,
110008,152,4,76,1,50,
110009,152,4,76,4,0,
110010,152,4,77,1,15,
110011,152,4,92,4,0,
110012,152,4,104,4,0,
110013,152,4,113,1,36,
110014,152,4,115,1,12,
110015,152,4,148,4,0,
110016,152,4,156,4,0,
110017,152,4,173,4,0,
110018,152,4,174,4,0,
110019,152,4,175,2,0,
110020,152,4,182,4,0,
110021,152,4,189,4,0,
110022,152,4,197,4,0,
110023,152,4,202,4,0,
110024,152,4,203,4,0,
110025,152,4,207,4,0,
110026,152,4,213,4,0,
110027,152,4,214,4,0,
110028,152,4,216,4,0,
110029,152,4,218,4,0,
110030,152,4,219,1,43,
110031,152,4,230,4,0,
110032,152,4,231,4,0,
110033,152,4,235,1,22,
110034,152,4,237,4,0,
110035,152,4,241,4,0,
110036,152,4,246,2,0,
110037,152,5,15,4,0,
110038,152,5,22,2,0,
110039,152,5,33,1,1,1
110040,152,5,34,1,29,
110041,152,5,45,1,1,2
110042,152,5,68,2,0,
110043,152,5,73,2,0,
110044,152,5,75,1,8,
110045,152,5,76,1,50,
110046,152,5,76,4,0,
110047,152,5,77,1,15,
110048,152,5,92,4,0,
110049,152,5,104,4,0,
110050,152,5,113,1,36,
110051,152,5,113,4,0,
110052,152,5,115,1,12,
110053,152,5,115,4,0,
110054,152,5,148,4,0,
110055,152,5,156,4,0,
110056,152,5,175,2,0,
110057,152,5,182,4,0,
110058,152,5,202,4,0,
110059,152,5,213,4,0,
110060,152,5,216,4,0,
110061,152,5,218,4,0,
110062,152,5,219,1,43,
110063,152,5,219,4,0,
110064,152,5,231,4,0,
110065,152,5,235,1,22,
110066,152,5,237,4,0,
110067,152,5,241,4,0,
110068,152,5,246,2,0,
110069,152,5,263,4,0,
110070,152,5,267,2,0,
110071,152,5,275,2,0,
110072,152,5,290,4,0,
110073,152,5,320,2,0,
110074,152,5,331,4,0,
110075,152,6,14,3,0,
110076,152,6,15,4,0,
110077,152,6,22,2,0,
110078,152,6,33,1,1,1
110079,152,6,34,1,29,
110080,152,6,34,3,0,
110081,152,6,38,3,0,
110082,152,6,45,1,1,2
110083,152,6,68,2,0,
110084,152,6,68,3,0,
110085,152,6,73,2,0,
110086,152,6,75,1,8,
110087,152,6,76,1,50,
110088,152,6,76,4,0,
110089,152,6,77,1,15,
110090,152,6,92,4,0,
110091,152,6,102,3,0,
110092,152,6,104,4,0,
110093,152,6,113,1,36,
110094,152,6,113,4,0,
110095,152,6,115,1,12,
110096,152,6,115,4,0,
110097,152,6,148,4,0,
110098,152,6,156,4,0,
110099,152,6,164,3,0,
110100,152,6,173,3,0,
110101,152,6,175,2,0,
110102,152,6,182,4,0,
110103,152,6,189,3,0,
110104,152,6,202,4,0,
110105,152,6,203,3,0,
110106,152,6,207,3,0,
110107,152,6,213,4,0,
110108,152,6,214,3,0,
110109,152,6,216,4,0,
110110,152,6,218,4,0,
110111,152,6,219,1,43,
110112,152,6,219,4,0,
110113,152,6,231,4,0,
110114,152,6,235,1,22,
110115,152,6,237,4,0,
110116,152,6,241,4,0,
110117,152,6,246,2,0,
110118,152,6,263,4,0,
110119,152,6,267,2,0,
110120,152,6,275,2,0,
110121,152,6,290,4,0,
110122,152,6,320,2,0,
110123,152,6,331,4,0,
110124,152,7,14,3,0,
110125,152,7,15,4,0,
110126,152,7,22,2,0,
110127,152,7,33,1,1,1
110128,152,7,34,1,29,
110129,152,7,34,3,0,
110130,152,7,38,3,0,
110131,152,7,45,1,1,2
110132,152,7,68,2,0,
110133,152,7,68,3,0,
110134,152,7,73,2,0,
110135,152,7,75,1,8,
110136,152,7,76,1,50,
110137,152,7,76,4,0,
110138,152,7,77,1,15,
110139,152,7,92,4,0,
110140,152,7,102,3,0,
110141,152,7,104,4,0,
110142,152,7,113,1,36,
110143,152,7,113,4,0,
110144,152,7,115,1,12,
110145,152,7,115,4,0,
110146,152,7,148,4,0,
110147,152,7,156,4,0,
110148,152,7,164,3,0,
110149,152,7,175,2,0,
110150,152,7,182,4,0,
110151,152,7,202,4,0,
110152,152,7,213,4,0,
110153,152,7,216,4,0,
110154,152,7,218,4,0,
110155,152,7,219,1,43,
110156,152,7,219,4,0,
110157,152,7,231,4,0,
110158,152,7,235,1,22,
110159,152,7,237,4,0,
110160,152,7,241,4,0,
110161,152,7,246,2,0,
110162,152,7,263,4,0,
110163,152,7,267,2,0,
110164,152,7,275,2,0,
110165,152,7,290,4,0,
110166,152,7,320,2,0,
110167,152,7,331,4,0,
110168,152,8,14,4,0,
110169,152,8,15,4,0,
110170,152,8,22,2,0,
110171,152,8,33,1,1,1
110172,152,8,34,1,34,
110173,152,8,45,1,1,2
110174,152,8,68,2,0,
110175,152,8,73,2,0,
110176,152,8,75,1,6,
110177,152,8,76,1,45,
110178,152,8,76,4,0,
110179,152,8,77,1,9,
110180,152,8,92,4,0,
110181,152,8,104,4,0,
110182,152,8,113,1,31,
110183,152,8,113,4,0,
110184,152,8,115,1,17,
110185,152,8,115,4,0,
110186,152,8,148,4,0,
110187,152,8,156,4,0,
110188,152,8,164,4,0,
110189,152,8,175,2,0,
110190,152,8,182,4,0,
110191,152,8,202,4,0,
110192,152,8,203,4,0,
110193,152,8,207,4,0,
110194,152,8,213,4,0,
110195,152,8,214,4,0,
110196,152,8,216,4,0,
110197,152,8,218,4,0,
110198,152,8,219,1,39,
110199,152,8,219,4,0,
110200,152,8,230,1,28,
110201,152,8,231,4,0,
110202,152,8,235,1,12,
110203,152,8,237,4,0,
110204,152,8,241,4,0,
110205,152,8,246,2,0,
110206,152,8,263,4,0,
110207,152,8,267,2,0,
110208,152,8,275,2,0,
110209,152,8,290,4,0,
110210,152,8,312,1,42,
110211,152,8,312,2,0,
110212,152,8,320,2,0,
110213,152,8,331,4,0,
110214,152,8,345,1,20,
110215,152,8,363,1,23,
110216,152,8,363,4,0,
110217,152,8,378,2,0,
110218,152,8,412,4,0,
110219,152,8,437,2,0,
110220,152,8,445,4,0,
110221,152,8,447,4,0,
110222,152,9,14,4,0,
110223,152,9,15,4,0,
110224,152,9,22,2,0,
110225,152,9,33,1,1,1
110226,152,9,34,1,34,
110227,152,9,45,1,1,2
110228,152,9,68,2,0,
110229,152,9,73,2,0,
110230,152,9,75,1,6,
110231,152,9,76,1,45,
110232,152,9,76,4,0,
110233,152,9,77,1,9,
110234,152,9,92,4,0,
110235,152,9,104,4,0,
110236,152,9,113,1,31,
110237,152,9,113,4,0,
110238,152,9,115,1,17,
110239,152,9,115,4,0,
110240,152,9,148,4,0,
110241,152,9,156,4,0,
110242,152,9,164,4,0,
110243,152,9,173,3,0,
110244,152,9,175,2,0,
110245,152,9,182,4,0,
110246,152,9,189,3,0,
110247,152,9,202,4,0,
110248,152,9,203,4,0,
110249,152,9,207,4,0,
110250,152,9,210,3,0,
110251,152,9,213,4,0,
110252,152,9,214,4,0,
110253,152,9,216,4,0,
110254,152,9,218,4,0,
110255,152,9,219,1,39,
110256,152,9,219,4,0,
110257,152,9,230,1,28,
110258,152,9,231,4,0,
110259,152,9,235,1,12,
110260,152,9,235,3,0,
110261,152,9,237,4,0,
110262,152,9,241,4,0,
110263,152,9,246,2,0,
110264,152,9,246,3,0,
110265,152,9,263,4,0,
110266,152,9,267,2,0,
110267,152,9,275,2,0,
110268,152,9,290,4,0,
110269,152,9,312,1,42,
110270,152,9,312,2,0,
110271,152,9,320,2,0,
110272,152,9,331,4,0,
110273,152,9,345,1,20,
110274,152,9,363,1,23,
110275,152,9,363,4,0,
110276,152,9,378,2,0,
110277,152,9,402,3,0,
110278,152,9,412,4,0,
110279,152,9,437,2,0,
110280,152,9,445,4,0,
110281,152,9,447,4,0,
110282,152,10,14,4,0,
110283,152,10,15,4,0,
110284,152,10,22,2,0,
110285,152,10,29,3,0,
110286,152,10,33,1,1,1
110287,152,10,34,1,34,
110288,152,10,34,2,0,
110289,152,10,45,1,1,2
110290,152,10,68,2,0,
110291,152,10,73,2,0,
110292,152,10,75,1,6,
110293,152,10,76,1,45,
110294,152,10,76,4,0,
110295,152,10,77,1,9,
110296,152,10,92,4,0,
110297,152,10,104,4,0,
110298,152,10,113,1,31,
110299,152,10,113,4,0,
110300,152,10,115,1,17,
110301,152,10,115,4,0,
110302,152,10,148,4,0,
110303,152,10,156,4,0,
110304,152,10,164,4,0,
110305,152,10,173,3,0,
110306,152,10,175,2,0,
110307,152,10,182,4,0,
110308,152,10,189,3,0,
110309,152,10,202,4,0,
110310,152,10,203,4,0,
110311,152,10,207,4,0,
110312,152,10,210,3,0,
110313,152,10,213,4,0,
110314,152,10,214,4,0,
110315,152,10,216,4,0,
110316,152,10,218,4,0,
110317,152,10,219,1,39,
110318,152,10,219,4,0,
110319,152,10,230,1,28,
110320,152,10,231,4,0,
110321,152,10,235,1,12,
110322,152,10,235,3,0,
110323,152,10,237,4,0,
110324,152,10,241,4,0,
110325,152,10,246,2,0,
110326,152,10,246,3,0,
110327,152,10,263,4,0,
110328,152,10,267,2,0,
110329,152,10,275,2,0,
110330,152,10,277,3,0,
110331,152,10,290,4,0,
110332,152,10,312,1,42,
110333,152,10,312,2,0,
110334,152,10,320,2,0,
110335,152,10,331,4,0,
110336,152,10,345,1,20,
110337,152,10,363,1,23,
110338,152,10,363,4,0,
110339,152,10,378,2,0,
110340,152,10,388,3,0,
110341,152,10,402,3,0,
110342,152,10,412,4,0,
110343,152,10,437,2,0,
110344,152,10,445,4,0,
110345,152,10,447,4,0,
110346,152,11,14,4,0,
110347,152,11,15,4,0,
110348,152,11,22,2,0,
110349,152,11,33,1,1,1
110350,152,11,34,1,34,
110351,152,11,34,2,0,
110352,152,11,45,1,1,2
110353,152,11,68,2,0,
110354,152,11,73,2,0,
110355,152,11,75,1,6,
110356,152,11,76,1,45,
110357,152,11,76,4,0,
110358,152,11,77,1,9,
110359,152,11,92,4,0,
110360,152,11,104,4,0,
110361,152,11,113,1,31,
110362,152,11,113,4,0,
110363,152,11,115,1,17,
110364,152,11,115,4,0,
110365,152,11,148,4,0,
110366,152,11,156,4,0,
110367,152,11,164,4,0,
110368,152,11,175,2,0,
110369,152,11,182,4,0,
110370,152,11,207,4,0,
110371,152,11,213,4,0,
110372,152,11,216,4,0,
110373,152,11,218,4,0,
110374,152,11,219,1,39,
110375,152,11,219,4,0,
110376,152,11,230,1,28,
110377,152,11,235,1,12,
110378,152,11,237,4,0,
110379,152,11,241,4,0,
110380,152,11,246,2,0,
110381,152,11,263,4,0,
110382,152,11,267,2,0,
110383,152,11,275,2,0,
110384,152,11,287,2,0,
110385,152,11,312,1,42,
110386,152,11,312,2,0,
110387,152,11,320,2,0,
110388,152,11,345,1,20,
110389,152,11,363,1,23,
110390,152,11,378,2,0,
110391,152,11,412,4,0,
110392,152,11,437,2,0,
110393,152,11,447,4,0,
110394,152,11,496,4,0,
110395,152,11,497,4,0,
110396,152,11,505,2,0,
110397,152,11,520,3,0,
110398,152,12,15,4,0,
110399,152,12,33,1,1,1
110400,152,12,34,1,29,
110401,152,12,45,1,1,2
110402,152,12,75,1,8,
110403,152,12,76,1,50,
110404,152,12,76,4,0,
110405,152,12,77,1,15,
110406,152,12,92,4,0,
110407,152,12,104,4,0,
110408,152,12,113,1,36,
110409,152,12,113,4,0,
110410,152,12,115,1,12,
110411,152,12,115,4,0,
110412,152,12,148,4,0,
110413,152,12,156,4,0,
110414,152,12,182,4,0,
110415,152,12,202,4,0,
110416,152,12,213,4,0,
110417,152,12,216,4,0,
110418,152,12,218,4,0,
110419,152,12,219,1,43,
110420,152,12,219,4,0,
110421,152,12,231,4,0,
110422,152,12,235,1,22,
110423,152,12,237,4,0,
110424,152,12,241,4,0,
110425,152,12,263,4,0,
110426,152,12,290,4,0,
110427,152,12,331,4,0,
110428,152,13,15,4,0,
110429,152,13,33,1,1,1
110430,152,13,34,1,29,
110431,152,13,34,3,0,
110432,152,13,38,3,0,
110433,152,13,45,1,1,2
110434,152,13,75,1,8,
110435,152,13,76,1,50,
110436,152,13,76,4,0,
110437,152,13,77,1,15,
110438,152,13,92,4,0,
110439,152,13,102,3,0,
110440,152,13,104,4,0,
110441,152,13,113,1,36,
110442,152,13,113,4,0,
110443,152,13,115,1,12,
110444,152,13,115,4,0,
110445,152,13,148,4,0,
110446,152,13,156,4,0,
110447,152,13,164,3,0,
110448,152,13,182,4,0,
110449,152,13,202,4,0,
110450,152,13,207,3,0,
110451,152,13,213,4,0,
110452,152,13,216,4,0,
110453,152,13,218,4,0,
110454,152,13,219,1,43,
110455,152,13,219,4,0,
110456,152,13,231,4,0,
110457,152,13,235,1,22,
110458,152,13,237,4,0,
110459,152,13,241,4,0,
110460,152,13,263,4,0,
110461,152,13,290,4,0,
110462,152,13,331,4,0,
110463,152,14,14,4,0,
110464,152,14,15,4,0,
110465,152,14,22,2,0,
110466,152,14,33,1,1,1
110467,152,14,34,1,34,
110468,152,14,34,2,0,
110469,152,14,45,1,1,2
110470,152,14,68,2,0,
110471,152,14,73,2,0,
110472,152,14,75,1,6,
110473,152,14,76,1,45,
110474,152,14,76,4,0,
110475,152,14,77,1,9,
110476,152,14,92,4,0,
110477,152,14,104,4,0,
110478,152,14,113,1,31,
110479,152,14,113,4,0,
110480,152,14,115,1,17,
110481,152,14,115,4,0,
110482,152,14,148,4,0,
110483,152,14,156,4,0,
110484,152,14,164,4,0,
110485,152,14,173,3,0,
110486,152,14,175,2,0,
110487,152,14,182,4,0,
110488,152,14,202,3,0,
110489,152,14,207,4,0,
110490,152,14,213,4,0,
110491,152,14,214,3,0,
110492,152,14,216,4,0,
110493,152,14,218,4,0,
110494,152,14,219,1,39,
110495,152,14,219,4,0,
110496,152,14,230,1,28,
110497,152,14,231,3,0,
110498,152,14,235,1,12,
110499,152,14,235,3,0,
110500,152,14,237,4,0,
110501,152,14,241,4,0,
110502,152,14,246,2,0,
110503,152,14,263,4,0,
110504,152,14,267,2,0,
110505,152,14,275,2,0,
110506,152,14,277,3,0,
110507,152,14,287,2,0,
110508,152,14,312,1,42,
110509,152,14,312,2,0,
110510,152,14,320,2,0,
110511,152,14,345,1,20,
110512,152,14,363,1,23,
110513,152,14,378,2,0,
110514,152,14,388,3,0,
110515,152,14,402,3,0,
110516,152,14,412,4,0,
110517,152,14,437,2,0,
110518,152,14,447,4,0,
110519,152,14,496,4,0,
110520,152,14,497,4,0,
110521,152,14,505,2,0,
110522,152,14,520,3,0,
110523,152,15,14,4,0,
110524,152,15,15,4,0,
110525,152,15,22,2,0,
110526,152,15,33,1,1,1
110527,152,15,34,1,34,
110528,152,15,34,2,0,
110529,152,15,45,1,1,2
110530,152,15,68,2,0,
110531,152,15,73,2,0,
110532,152,15,75,1,6,
110533,152,15,76,1,45,
110534,152,15,76,4,0,
110535,152,15,77,1,9,
110536,152,15,92,4,0,
110537,152,15,104,4,0,
110538,152,15,113,1,31,
110539,152,15,113,4,0,
110540,152,15,115,1,17,
110541,152,15,115,4,0,
110542,152,15,148,4,0,
110543,152,15,156,4,0,
110544,152,15,164,4,0,
110545,152,15,175,2,0,
110546,152,15,182,4,0,
110547,152,15,207,4,0,
110548,152,15,213,4,0,
110549,152,15,214,4,0,
110550,152,15,216,4,0,
110551,152,15,218,4,0,
110552,152,15,219,1,39,
110553,152,15,219,4,0,
110554,152,15,230,1,28,
110555,152,15,235,1,12,
110556,152,15,237,4,0,
110557,152,15,241,4,0,
110558,152,15,246,2,0,
110559,152,15,263,4,0,
110560,152,15,267,2,0,
110561,152,15,267,4,0,
110562,152,15,275,2,0,
110563,152,15,287,2,0,
110564,152,15,312,1,42,
110565,152,15,312,2,0,
110566,152,15,320,2,0,
110567,152,15,345,1,20,
110568,152,15,363,1,23,
110569,152,15,378,2,0,
110570,152,15,412,4,0,
110571,152,15,437,2,0,
110572,152,15,447,4,0,
110573,152,15,496,4,0,
110574,152,15,497,4,0,
110575,152,15,505,2,0,
110576,152,15,520,3,0,
110577,152,15,580,2,0,
110578,152,15,590,4,0,
110579,152,16,14,4,0,
110580,152,16,15,4,0,
110581,152,16,22,2,0,
110582,152,16,33,1,1,1
110583,152,16,34,1,34,1
110584,152,16,34,2,0,
110585,152,16,45,1,1,2
110586,152,16,68,2,0,
110587,152,16,73,2,0,
110588,152,16,75,1,6,1
110589,152,16,76,1,45,1
110590,152,16,76,4,0,
110591,152,16,77,1,9,1
110592,152,16,92,4,0,
110593,152,16,104,4,0,
110594,152,16,113,1,31,1
110595,152,16,113,4,0,
110596,152,16,115,1,17,1
110597,152,16,115,4,0,
110598,152,16,148,4,0,
110599,152,16,156,4,0,
110600,152,16,164,4,0,
110601,152,16,173,3,0,
110602,152,16,175,2,0,
110603,152,16,182,4,0,
110604,152,16,202,3,0,
110605,152,16,207,4,0,
110606,152,16,213,4,0,
110607,152,16,214,4,0,
110608,152,16,216,4,0,
110609,152,16,218,4,0,
110610,152,16,219,1,39,1
110611,152,16,219,4,0,
110612,152,16,230,1,28,1
110613,152,16,231,3,0,
110614,152,16,235,1,12,1
110615,152,16,235,3,0,
110616,152,16,237,4,0,
110617,152,16,241,4,0,
110618,152,16,246,2,0,
110619,152,16,263,4,0,
110620,152,16,267,2,0,
110621,152,16,267,4,0,
110622,152,16,275,2,0,
110623,152,16,277,3,0,
110624,152,16,287,2,0,
110625,152,16,290,4,0,
110626,152,16,312,1,42,1
110627,152,16,312,2,0,
110628,152,16,320,2,0,
110629,152,16,345,1,20,1
110630,152,16,363,1,23,1
110631,152,16,378,2,0,
110632,152,16,388,3,0,
110633,152,16,402,3,0,
110634,152,16,412,4,0,
110635,152,16,437,2,0,
110636,152,16,447,4,0,
110637,152,16,496,4,0,
110638,152,16,497,4,0,
110639,152,16,505,2,0,
110640,152,16,520,3,0,
110641,152,16,580,2,0,
110642,152,16,590,4,0,
110643,153,3,15,4,0,
110644,153,3,29,4,0,
110645,153,3,33,1,1,1
110646,153,3,34,1,31,
110647,153,3,45,1,1,2
110648,153,3,70,4,0,
110649,153,3,75,1,1,3
110650,153,3,75,1,8,
110651,153,3,76,1,55,
110652,153,3,76,4,0,
110653,153,3,77,1,15,
110654,153,3,92,4,0,
110655,153,3,104,4,0,
110656,153,3,113,1,39,
110657,153,3,115,1,1,4
110658,153,3,115,1,12,
110659,153,3,148,4,0,
110660,153,3,156,4,0,
110661,153,3,173,4,0,
110662,153,3,174,4,0,
110663,153,3,182,4,0,
